Modularity,Eccentricity,Closeness,Harmonic,Betweeness,Clustering,Indegree,Outdegree,Degree,Domain,Proximity,Pageranks,Cluster,Eigenvector
36,1,1,1,11,0.053571,4,4,8,0.000495,0.000413,0.000156,788,0.008072
78,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,790,0.001692
193,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,792,0.001692
79,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,794,0.001692
80,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,796,0.001692
434,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,798,0.001692
501,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,800,0.001692
501,1,1,1,29,0.071429,10,4,14,0.000892,0.000892,0.000309,804,0.021283
192,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,808,0.001692
81,1,1,1,2,0,1,2,3,0.000099,0.000099,0.000073,810,0.001692
81,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,814,0.00371
639,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,817,0.001692
639,1,1,1,10,0.02381,2,5,7,0.000198,0.000198,0.000134,819,0.00371
82,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,826,0.001692
82,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000103,828,0.00371
186,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,830,0.001692
186,0,0,0,0,0.066667,15,0,15,0.001486,0.001486,0.00049,832,0.029943
83,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,834,0.001692
83,1,1,1,10.5,0.071429,4,3,7,0.000396,0.000396,0.00011,837,0.007746
83,1,1,1,15,0.125,5,3,8,0.000495,0.000495,0.000203,841,0.010836
186,1,1,1,1.5,0,1,3,4,0.000099,0.000099,0.000073,846,0.001692
186,1,1,1,31.319444,0.038961,19,3,22,0.00218,0.001844,0.00042,850,0.038699
84,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,852,0.001692
873,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,854,0.001692
873,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000084,856,0.005728
873,1,1,1,4,0.25,4,1,5,0.000396,0.000396,0.000155,859,0.00846
299,3,0.411765,0.47619,7,0,1,1,2,0.000099,0.000099,0.000073,862,0.001692
299,1,1,1,8,0.133333,4,2,6,0.000396,0.000396,0.000187,864,0.008103
85,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,868,0.001692
85,1,1,1,2,0.166667,3,1,4,0.000297,0.000297,0.000097,871,0.005728
85,1,1,1,4,0.25,4,1,5,0.000396,0.000396,0.00018,873,0.00846
86,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,876,0.001692
86,1,1,1,8,0.033333,2,4,6,0.000198,0.000198,0.000134,878,0.00371
675,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,884,0.001692
87,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000073,886,0.001692
87,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000164,889,0.005728
344,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,892,0.001692
88,1,1,1,1.5,0,1,3,4,0.000099,0.000099,0.000073,894,0.001692
88,1,1,1,4.5,0.05,2,3,5,0.000198,0.000198,0.000134,899,0.00371
344,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,901,0.001692
48,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,903,0.001692
89,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,905,0.001692
320,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,907,0.001692
90,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,909,0.001692
90,1,1,1,8,0.1,4,2,6,0.000396,0.000396,0.000194,911,0.007746
91,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000069,915,0.002051
91,1,1,1,2,0,2,2,4,0.000099,0.000099,0.000069,917,0.004102
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,920,0.001692
92,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,922,0.001692
3,1,1,1,0.25,0,1,1,2,0.000099,0.000099,0.00006,924,0.001692
3,1,1,1,1.25,0.166667,2,1,3,0.000198,0.000198,0.000077,927,0.00371
93,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,929,0.001692
93,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,931,0.00371
460,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,934,0.001692
460,1,1,1,16,0.053571,4,4,8,0.000396,0.000396,0.000194,936,0.007746
247,1,1,1,2.5,0,1,5,6,0.000099,0.000099,0.000066,942,0.001692
247,1,1,1,10,0.035714,3,5,8,0.000297,0.000297,0.000091,948,0.005728
247,1,1,1,6.5,0.125,8,1,9,0.000793,0.000793,0.000175,950,0.016532
94,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,953,0.001692
95,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,955,0.001692
95,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,957,0.00371
96,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,960,0.001692
186,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,962,0.001692
629,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,964,0.001692
629,1,1,1,16,0.052288,17,1,18,0.001585,0.001585,0.000535,966,0.033979
97,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,969,0.001692
97,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,971,0.00371
563,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,973,0.001692
563,1,1,1,4,0.15,4,1,5,0.000396,0.000396,0.00016,975,0.007746
247,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,978,0.001692
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,980,0.001692
544,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,982,0.001692
544,1,1,1,1134,0.004191,439,3,442,0.037551,0.037354,0.008547,984,1
12,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,989,0.001692
98,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,991,0.001692
3,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,994,0.001692
99,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,996,0.001692
3,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,999,0.001692
3,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1001,0.001692
100,1,1,1,2,0.333333,2,1,3,0.000198,0.000198,0.000094,1003,0.004102
100,1,1,1,2,0.333333,2,1,3,0.000198,0.000198,0.000094,1005,0.004102
3,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1008,0.001692
101,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1010,0.001692
12,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1012,0.001692
158,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1014,0.001692
124,0,0,0,0,0,1,0,1,0.000396,0.000176,0.000067,1016,0.002189
124,0,0,0,0,0.4,6,0,6,0.000396,0.000396,0.000113,1018,0.014917
234,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1020,0.001692
234,1,1,1,4,0.15,4,1,5,0.000396,0.000396,0.000194,1022,0.007746
42,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1025,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1027,0.001692
102,1,1,1,9,0.066667,3,3,6,0.000297,0.000297,0.000164,1029,0.005728
878,1,1,1,1.5,0.166667,2,1,3,0.000198,0.000198,0.000134,1033,0.00371
103,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1036,0.001692
522,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1038,0.001692
522,1,1,1,7.5,0.033333,2,4,6,0.000198,0.000198,0.000134,1041,0.00371
36,1,1,1,2.5,0,1,5,6,0.000099,0.000099,0.000073,1046,0.001692
36,1,1,1,122.916667,0.027692,11,15,26,0.000991,0.000991,0.000218,1052,0.025798
104,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1062,0.001692
104,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,1064,0.00371
247,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1067,0.001692
247,1,1,1,6,0.1,3,2,5,0.000297,0.000297,0.000164,1069,0.005728
392,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1072,0.001692
186,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1074,0.001692
315,1,1,1,1.5,0,1,6,7,0.000099,0.000099,0.000069,1076,0.001692
186,1,1,1,1.5,0,1,3,4,0.000099,0.000099,0.000073,1078,0.001692
105,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1080,0.001692
105,1,1,1,5,0.133333,5,1,6,0.000495,0.000495,0.000117,1082,0.009764
105,1,1,1,6,0.214286,6,1,7,0.000594,0.000594,0.000217,1085,0.013211
31,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1088,0.001692
501,1,1,1,6.333333,0,1,9,10,0.000099,0.000099,0.000069,1090,0.002051
501,1,1,1,3.666667,0,2,5,7,0.000099,0.000099,0.000069,1101,0.004102
106,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1103,0.001692
107,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,1105,0.001692
108,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,1108,0.001692
108,1,1,1,1.5,0.166667,2,1,3,0.000198,0.000198,0.000085,1111,0.00371
108,0,0,0,0,0.5,3,0,3,0.000297,0.000297,0.000157,1113,0.006085
480,1,1,1,2,0,1,4,5,0.000099,0.000099,0.000073,1115,0.001692
320,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1117,0.001692
236,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1119,0.001692
236,1,1,1,2,0.166667,3,1,4,0.000297,0.000297,0.000164,1122,0.005728
247,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1124,0.001692
109,1,1,1,2,0,1,2,3,0.000099,0.000099,0.000105,1126,0.001692
110,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1130,0.001692
110,1,1,1,4,0.083333,2,2,4,0.000198,0.000198,0.000134,1132,0.00371
111,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000081,1136,0.001692
124,1,1,1,2.5,0.333333,2,1,3,0.000396,0.000264,0.000081,1138,0.005767
38,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1139,0.001692
186,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1141,0.001692
929,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,1143,0.001692
112,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1146,0.001692
112,1,1,1,4,0.083333,2,2,4,0.000198,0.000198,0.000134,1148,0.00371
247,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1152,0.001692
480,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1154,0.001692
480,1,1,1,36,0.05,13,3,16,0.001189,0.001189,0.000391,1156,0.026693
997,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1159,0.001692
997,1,1,1,10,0.081818,10,1,11,0.000991,0.000991,0.000372,1161,0.019853
603,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1164,0.001692
603,0,0,0,0,0.2,5,0,5,0.000495,0.000495,0.000223,1166,0.009764
70,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1168,0.001692
41,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1170,0.001692
21,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1172,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1174,0.001692
315,1,1,1,1.5,0,1,6,7,0.000099,0.000099,0.000069,1176,0.001692
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,1177,0.001692
617,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000063,1179,0.001692
617,1,1,1,12,0.071429,4,3,7,0.000396,0.000396,0.000175,1181,0.007746
113,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1185,0.001692
113,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,1187,0.00371
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,1190,0.001692
42,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1192,0.001692
480,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1194,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1196,0.001692
102,1,1,1,37,0.03141,39,1,40,0.003765,0.003765,0.001083,1198,0.082306
114,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1200,0.001692
668,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1202,0.001692
668,1,1,1,6,0.05,2,3,5,0.000198,0.000198,0.000134,1204,0.00371
167,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000065,1208,0.001692
167,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000119,1210,0.00371
186,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1212,0.001692
186,1,1,1,8,0.1,4,2,6,0.000396,0.000396,0.00011,1214,0.007746
158,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1217,0.001692
115,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1219,0.001692
115,1,1,1,2,0.166667,2,1,3,0.000198,0.000198,0.000134,1221,0.00371
116,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1224,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1226,0.001692
247,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000073,1228,0.001692
117,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000073,1231,0.001692
117,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000164,1234,0.005728
299,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1237,0.001692
118,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1239,0.001692
118,1,1,1,1.5,0.166667,2,1,3,0.000198,0.000198,0.000134,1242,0.00371
119,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1244,0.001692
119,1,1,1,10,0.02381,2,5,7,0.000198,0.000198,0.000134,1246,0.00371
192,1,1,1,0.25,0,1,1,2,0.000099,0.000099,0.000066,1253,0.001692
36,1,1,1,5,0.083333,2,2,4,0.000396,0.000264,0.00014,1255,0.004424
120,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1257,0.001692
504,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1259,0.001692
887,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000164,1261,0.005728
121,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1264,0.001692
434,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,1266,0.001692
261,1,1,1,2,0,1,2,3,0.000099,0.000099,0.000081,1268,0.001692
122,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1272,0.001692
640,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000061,1274,0.001692
439,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1276,0.001692
439,0,0,0,0,0.25,4,0,4,0.000396,0.000396,0.000194,1278,0.007746
193,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,1280,0.001692
123,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1282,0.001692
63,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1284,0.001692
124,1,1,1,1.5,0,1,1,2,0.000396,0.000226,0.000071,1286,0.003578
70,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1288,0.001692
125,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1290,0.001692
125,1,1,1,4,0.083333,2,2,4,0.000198,0.000198,0.000134,1292,0.00371
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,1296,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1298,0.001692
186,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000073,1300,0.001692
126,1,1,1,3,0,1,3,4,0.000099,0.000099,0.000073,1302,0.001692
126,1,1,1,4,0.083333,2,2,4,0.000198,0.000198,0.000134,1307,0.00371
629,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1311,0.001692
127,1,1,1,2,0,1,2,3,0.000099,0.000099,0.000105,1313,0.001692
171,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1317,0.001692
128,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1319,0.001692
129,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1321,0.001692
130,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1323,0.001692
130,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,1325,0.00371
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1327,0.001692
131,1,1,1,13,0,1,13,14,0.000099,0.000099,0.000105,1329,0.001692
480,1,1,1,2,0,1,4,5,0.000099,0.000099,0.000073,1344,0.001692
192,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1346,0.001692
192,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1348,0.001692
192,1,1,1,127.5,0.053571,4,4,8,0.004161,0.002185,0.00039,1350,0.020144
344,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1354,0.001692
3,1,1,1,0.25,0,1,1,2,0.000099,0.000099,0.00006,1356,0.001692
3,3,0.571429,0.708333,1.25,0.25,2,2,4,0.000198,0.000198,0.000077,1357,0.00371
132,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1359,0.001692
132,1,1,1,5,0.1,3,2,5,0.000297,0.000297,0.000164,1362,0.005728
193,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000066,1365,0.001692
839,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1367,0.001692
887,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1369,0.001692
315,1,1,1,2.5,0,1,7,8,0.000099,0.000099,0.000069,1371,0.001692
544,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000061,1373,0.001692
133,1,1,1,0.333333,0,1,1,2,0.000099,0.000099,0.000066,1375,0.001692
133,1,1,1,29.583333,0.044444,5,5,10,0.000694,0.000539,0.000119,1378,0.012413
133,1,1,1,32.166667,0.076923,9,5,14,0.000694,0.000694,0.000151,1384,0.023134
617,1,1,1,1,0,1,2,3,0.000099,0.000099,0.000063,1389,0.001692
617,1,1,1,10,0.047619,3,4,7,0.000297,0.000297,0.000093,1392,0.005728
617,1,1,1,12,0.142857,6,2,8,0.000594,0.000594,0.000207,1396,0.012854
274,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1400,0.001692
274,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000164,1402,0.005728
193,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1405,0.001692
186,1,1,1,1.5,0,1,3,4,0.000099,0.000099,0.000073,1407,0.001692
134,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1409,0.001692
36,1,1,1,3,0.166667,3,1,4,0.000297,0.000297,0.000107,1411,0.005728
668,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1414,0.001692
668,1,1,1,6,0.05,2,3,5,0.000198,0.000198,0.000134,1416,0.00371
344,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1421,0.001692
617,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1423,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1425,0.001692
0,1,1,1,0.75,0,1,2,3,0.000099,0.000099,0.000065,1427,0.001692
102,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1429,0.001692
21,1,1,1,1.5,0.166667,2,1,3,0.000198,0.000198,0.000085,1431,0.00371
2,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1433,0.001692
41,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1435,0.001692
433,1,1,1,6,0.119048,6,1,7,0.000594,0.000594,0.000134,1437,0.011781
433,1,1,1,22.5,0.122222,7,3,10,0.000793,0.000705,0.000198,1439,0.015913
135,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1444,0.001692
135,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,1446,0.00371
136,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1448,0.001692
136,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,1450,0.00371
186,1,1,1,1.5,0,1,3,4,0.000099,0.000099,0.000073,1452,0.001692
544,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1454,0.001692
663,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1456,0.001692
663,0,0,0,0,0.333333,3,0,3,0.000297,0.000297,0.000164,1458,0.005728
36,1,1,1,3,0,1,2,3,0.000297,0.000178,0.000075,1460,0.002344
192,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1461,0.001692
137,1,1,1,1,0,1,1,2,0.000099,0.000099,0.000105,1463,0.001692
138,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000105,1466,0.001692
139,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1468,0.001692
139,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,1470,0.00371
167,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1472,0.001692
167,1,1,1,25,0.035613,26,1,27,0.002477,0.002477,0.000787,1474,0.052141
140,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1477,0.001692
140,0,0,0,0,0.5,2,0,2,0.000198,0.000198,0.000134,1479,0.00371
640,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000066,1481,0.001692
640,2,0.75,0.833333,9,0.25,2,2,4,0.000892,0.000502,0.000102,1483,0.005994
640,0,0,0,0,0.5,3,0,3,0.00109,0.000631,0.000225,1486,0.008991
640,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000069,1487,0.001692
192,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1489,0.001692
723,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000062,1491,0.001692
723,1,1,1,18.083333,0.00641,2,11,13,0.000297,0.000223,0.000067,1493,0.004036
723,1,1,1,5.75,0.15,3,2,5,0.000396,0.000317,0.000124,1506,0.006442
299,0,0,0,0,0,1,0,1,0.000099,0.000099,0.000073,1509,0.001692
299,1,1,1,21.5,0.083333,7,2,9,0.001585,0.000976,0.000275,1511,0.016472
141,1,1,1,0.5,0,1,1,2,0.000099,0.000099,0.000073,1513,0.001692
141,1,1,1,3.5,0.083333,2,2,4,0.000198,0.000198,0.000134,1516,0.00371
